75484988783,11
19438369479,13
86099550259,7
53405396170,18
10947478252,16
61659094334,17
40689943626,4
82638234824,17
46735975041,1
33334457789,8
83161864373,8
41890356189,5
55554018231,19
61134829435,20
38473642724,11
73292516674,8
2642385621,17
51407771685,18
50818619753,2
55124706058,20
77652210803,12
40419575166,3
73196361254,13
18041668375,19
25158965494,16
49803200939,13
67646097697,15
97388640145,19
33721480454,6
76923503900,9
18455218855,11
27530311925,10
1492552972,15
88843384582,9
5278117221,16
85177430038,6
15258373580,2
43847710221,1
39385829489,12
74092003599,14
30532761865,16
76613224758,11
34611159209,2
9847095658,6
16835971431,15
94219074526,3
62882737554,3
8936209947,2
5931331440,8
99133031974,9
45285811916,1
65324591767,12
60882251149,13
62709135545,18
50833146071,2
55512364116,6
51486858445,8
69461219216,15
75790406104,19
7915167699,13
8801528613,9
53174284360,15
70778725856,15
16702615854,18
22793826133,8
24897036659,15
95694903550,14
6783693375,10
46314239443,17
89876194875,8
41601032479,1
73638294309,12
28639509331,18
724109518,7
8618289296,15
23323937547,15
69293676044,16
73963709393,11
52111530557,3
7789983912,19
81585530838,3
14946903395,18
72287207571,11
24304356557,9
62490608292,10
22319420528,17
81211762901,20
39659120473,16
69924385926,14
84752997108,12
94247471105,8
75820100940,7
97392853534,16
11399231809,16
36768018787,4
73083822464,10
929365034,9
40498208370,18
10295386380,2
71194408177,15
10619948886,5
65765864625,9
63103230873,11
64586078423,20
78540482140,16
52131592016,20
74039547188,6
68823651999,8
15636556822,13
88018807902,6
19292468546,18
74761193209,11
88652021652,5
10490000093,20
28358865782,9
60543561145,20
75281694483,7
30435071007,10
50565780011,2
69791978940,13
58883541783,13
37225382616,14
24587697360,11
15065050543,17
10646113919,9
27068128022,17
63985740725,2
96542528425,18
76002498850,8
39989617409,7
92254475341,18
48359248744,3
78810311706,10
62465252392,7
31686873987,1
23505619096,4
36991640884,7
98106846094,8
95200977283,8
48914578440,8
14869189907,6
4116769424,19
90939003619,11
98757601248,7
61844886228,8
38864752373,6
17111635912,19
20195135080,4
20659785563,4
39958222376,17
70197647143,5
29917956465,4
46688024026,7
21572812203,14
77302876321,3
2738551584,2
63158793181,19
56377220675,18
56664675276,17
48745883458,17
15924412570,3
56415028997,12
99651775256,6
62533940419,7
98823274982,2
26181018934,12
18481367210,9
5273306133,4
28646132620,6
78788484357,1
60492050512,19
88702920883,17
64659887893,11
85115054541,14
4849003159,10
55798965195,6
76143250967,13
41781091119,12
4217206194,20
7044324458,18
29908494398,9
10094314413,2
5375414150,6
74775242335,6
68047986423,12
63861523341,10
48220162890,2
62458245190,16
19727556625,3
9110865127,9
73466460595,8
99687197660,14
93894293891,8
664166761,17
59597846313,1
8339197677,15
97859794890,19
76646141085,18
20329261391,8
8339916307,8
92884171793,14
71082335085,4
90284217713,6
83728436863,16
98186982745,1
63192761083,12
32499912211,17
25314606857,4
93842352385,20
84255817447,10
80214469207,8
79012044883,6
27277226900,12
11865341695,12
49075305794,5
43696987145,9
330788625,11
33883015996,4
99236354119,9
63570793204,5
62970636764,18
80269038001,9
39095554177,12
85672197949,3
29017919694,18
1781644936,6
31307774578,16
58651330636,11
14074026668,17
76121512493,15
16612555943,1
80962086307,8
59543104124,4
29019889876,12
81079127160,14
81245236944,17
73101008152,2
99563966273,12
99433074788,4
73370020130,6
38606170660,17
31044033708,3
47701337325,20
70816443953,13
62298213614,15
28152978677,19
71256357001,19
91075045260,16
57316155639,14
87772261977,8
4731560737,4
55143255517,4
28915792107,12
95339673125,8
1221429211,2
13286592929,8
66943957847,4
18118281077,12
75942791486,4
63967433174,17
66043381224,6
19763051653,9
38885551015,11
86989379087,17
8249378741,18
1538852430,14
5193101515,19
82600585975,8
75750110413,8
12012040211,10
39468056381,6
7969183654,4
28877289717,5
22129100791,9
87620518458,9
83908661466,8
82915716418,17
26447786019,4
90542404701,8
79047942790,18
47312304306,7
21395695829,7
51552400753,10
84255343814,13
55589341881,16
60134336989,15
99009745960,16
23433786230,8
78476711183,8
77302852320,9
92936010882,18
3637088847,17
48036494724,18
23283769943,1
6813319503,10
59201764771,17
51086138857,10
77001279135,14
68480694789,13
78423187969,18
99746016154,11
27802275584,2
28891857358,16
94378660029,14
73554581984,9
25978093946,15
96591046545,13
71621037483,3
59356859238,17
61272666076,4
7041828291,10
57253014920,4
62668387884,6
35909934186,4
61902629696,8
91947353898,6
96907343679,20
82893705224,7
46850585169,2
72710675754,6
496074562,17
56338113703,15
71142073724,17
20824614304,3
93126185468,19
1693083704,14
89080967071,18
40622385966,19
19901727707,10
40246597699,4
14532489938,17
62645119880,13
84986937856,12
37541825643,9
81857227143,2
97541710838,11
77346144577,1
5309256012,11
80783167476,2
35233033245,1
66219220334,11
57468524225,11
98835261358,18
6362359805,9
59944261217,2
98441642854,8
26053733945,19
59174051790,20
41790719713,20
56147108144,19
56166580097,13
34808417245,17
88494335331,1
45905336562,8
55459359718,20
58361556387,16
44693010117,20
44862160335,17
72578020857,2
39539468529,8
28719419895,15
55902585281,4
24456914708,5
74029390598,20
99447598369,16
87384178907,6
5843403319,9
16785804434,4
36402601648,3
51437929746,17
53417853409,12
63407293498,8
59673725334,11
30365419949,8
59401252940,9
11434200111,2
12975190098,17
50380846394,10
22224515419,6
4862133540,11
20613056702,19
75860034245,1
65852619674,8
48239704012,4
53206336637,1
84981573576,6
38640775200,3
61252724103,18
84298074227,9
18029398017,20
94881265202,19
27932726537,16
91943553047,8
20443743452,14
87762918190,10
86159132838,7
10557627968,16
25200421839,18
92661229049,9
77055341349,20
73094938286,2
62308873421,6
90413886098,7
8813423335,12
1834411376,9
71249171146,8
56808849104,19
23634133192,19
74719754422,2
32419688967,19
43247303615,3
64521318252,20
32329835444,10
22541752692,3
13543875855,13
47323313900,5
15528831434,18
92829183222,12
21812287659,13
27031099192,1
22069571014,9
75219488071,9
59304221448,10
33345803316,14
85596397838,6
43728052500,9
44029433753,15
90477860457,12
36381954431,14
33926632070,17
55868870210,12
70543728436,2
45246506880,14
60408864041,11
28063118016,14
1533325982,3
3767095281,9
24055144195,15
74548960515,11
44410511037,4
7920546495,15
67698450309,6
13809765670,9
42468225638,13
16616123226,15
40252935378,13
58397805708,2
56924213126,11
78434689537,13
64819308969,16
24589368184,6
59573346542,16
1037036064,18
70687059721,3
82641040169,13
72875865981,20
68031270480,6
52712443491,17
23740109486,2
76730961183,15
38372310449,6
41956988875,9
76995168500,6
63182728556,12
63393084457,14
18308021950,1
41352526088,5
87897062756,11
89270216326,6
39944103084,7
76026365643,6
50595898217,7
28818167460,19
7798723922,9
53999366193,7
51065757746,16
51386770026,4
16582015036,4
74045864640,12
62979009690,15
28698476872,18
16923858385,9
24785918946,17
13331884811,3
78075985779,9
89897884675,1
61736324617,16
27640485610,19
17875727185,11
48380119842,1
92203141976,3
83725588927,9
10704332581,19
42663081289,3
61769477563,13
37604474075,12
37043249570,1
31398002336,18
59491506834,4
16490249166,1
47046693401,18
23232120266,1
89996344122,19
88468562386,4
47776080074,18
50690684696,4
71964595124,12
7562987849,8
47357782443,3
27433726830,11
6877788899,5
64045636023,5
30263162702,10
60219411493,14
31190050726,4
40470686473,4
96167852998,15
26025559969,11
60774555583,14
77657122167,6
28631792824,3
32231642478,1
5902960500,13
40481836886,6
2635209954,4
9657391902,17
19100027971,10
44828116769,15
75038370635,9
53654423519,14
54373081671,15
44238456206,5
7278160172,20
56876719848,7
91883337038,6
46651270472,3
52228886306,4
54733966682,11
44533023019,7
78149401016,20
35229648342,20
27401452447,12
42199172287,16
86923954018,3
6559252827,17
7502758316,13
53665914513,11
37063657255,2
56549225878,3
98687098443,8
20301265633,19
56581271124,10
26099356903,8
35873588144,12
68363763975,5
93428695038,8
32501727839,20
47091804551,19
98413212684,8
8260295841,20
18120318908,15
89566416351,11
92123296022,5
42531922020,17
71922950240,18
48274573381,17
50350935563,17
88344297602,14
27336572274,8
43523399128,2
83287341547,2
18858592935,1
24152550186,1
80056397131,15
74904678660,16
12619220167,14
79136888566,20
33783438515,10
95946662608,19
453253008,20
98229366608,10
83165900848,2
35602674798,19
28322044187,7
46670745780,2
31432726398,17
98204541112,16
23362129343,12
83774826347,14
6215383564,1
27223128846,1
46750643063,13
88290597629,5
60557237889,11
1632433297,7
75930785386,16
96587958171,10
27971993251,5
8127924278,20
6070929665,7
22231879807,18
15922789702,12
59576619252,10
6636906500,4
1782435338,10
59211133681,18
72005006909,2
67561081436,8
25061617196,9
84331291987,8
48936150556,18
95922896272,6
8812548334,2
8127854777,10
80252345303,19
41757981705,2
99454097810,19
63167056027,9
75234254577,17
30729554978,1
41618130887,16
46732570715,16
89104808226,3
10223999310,19
52582956948,16
99061752385,1
55905991188,19
407216859,1
62170709024,4
2476822700,16
9200959909,15
89711407155,13
79930556031,19
77528273093,6
27922628703,3
64816074436,11
45284638883,4
94612072731,8
20060621483,10
42331977129,14
61122714975,11
63091838784,19
96807982665,15
18175461176,15
29768857016,9
73065808167,20
73969918276,11
59595004109,20
44185126514,2
64158217570,10
62672121588,15
80465262164,1
92496784339,12
33611810344,7
18255313393,15
27004379289,8
66544272741,7
52057875278,18
81043977661,3
66632299967,11
94898449358,1
84699440840,12
48591307042,18
68849518295,16
7033448419,14
70898024756,3
45403601513,6
61981601430,2
77169178126,10
65392459185,13
58123834438,3
92051650874,2
90434108870,15
41016531793,6
62115126598,14
47971006911,14
74429079231,17
4207338029,8
37771621897,8
48476112469,2
16892908311,3
86284922755,9
83180896832,5
21018350465,4
33880499507,9
7939951279,19
38456412262,5
29657328200,10
48369560088,5
7389772456,14
65463674956,16
68395475531,6
60035353698,1
31018934276,4
60598660351,8
80312190206,11
52398046640,8
71688146153,16
40671202967,16
95686783650,2
5776768621,13
81711195410,19
16135858982,3
61772732325,19
51350896279,4
29203411564,5
17560807120,15
47851422743,13
31366437952,2
34442596959,11
98761148221,16
5739920861,20
48727722325,16
29450088772,6
84053104152,16
2418407508,3
82858858823,19
47382913336,8
43802422553,15
51769208641,2
10997587578,16
30433267105,2
56690167003,12
32660042028,6
8549761676,6
66349854116,17
29528924554,11
52076438420,17
14187017266,8
43090362650,11
51586851414,10
75337329939,3
59952772609,17
31840545106,8
71572352229,20
93428158832,9
96957596248,5
10933614928,9
57972535780,13
38343655201,9
12743532739,14
72404176079,7
98557707039,13
11012131207,15
61646570849,5
45206864692,2
88102621710,8
49325224986,15
51262726541,12
12351225576,18
90358453500,20
41391300346,6
9779573968,6
45294393992,16
59054582490,10
3679089468,7
98109291809,14
29498154885,17
3820901037,8
2102865082,19
83933325214,5
1809005217,20
86714389780,8
71935341761,20
6473443821,16
24319084413,4
70277283843,12
52392220989,19
3594659383,12
56849974857,15
89789863822,7
92310208064,18
19859038481,14
18933717462,19
61237686800,11
49339854635,6
13555074842,18
37142387121,4
15930528666,3
19095901144,15
81172702819,17
